#datatype measurement,dateTime:2006-01-02T15:04:05.000Z,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double,double
LinuxPCM,DateTime,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C3res%,C6res%,C7res%,C8res%,C9res%,C10res%,Proc Energy (Joules),Power Plane 0 Energy (Joules),Power Plane 1 Energy (Joules),EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,IO,IA,GT,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C3res%,C6res%,C7res%,C8res%,C9res%,C10res%,SKT0,SKT0,SKT0,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,C0res%,C1res%,C3res%,C6res%,C7res%,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,Temperature
LinuxPCM,2024-12-02T18:51:13.887Z,0.39,2.02,0.19,0.78,3.28,1.50,4.73,0.64,0.78,0.0001,0.0004,3.44,1.42,13075.83,6482.67,4200.04,4.03,100.85,0.78,19.46,24.73,28.43,0.16,1.26,45.42,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.59,0.00,0.00,0.39,2.02,0.19,0.78,3.28,1.50,4.73,0.64,0.78,0.0001,0.0004,3.44,1.42,1.40,3.47,0.00, 1,13075.83,6482.67,4200.04,4.03,100.85,0.78,19.46,24.73,28.43,0.16,1.26,45.42,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.59,16.32,0.00,1.48,2.08,0.71,0.78,3.28,0.77,2.31,0.62,0.77,0.0001,0.0004,91.41,7.76,0.21,0.08,0.54, 2,6231.64,3000.49,4200.04,4.15,103.84,2.97,74.19,1.54,2.12,0.73,0.78,3.26,0.50,1.80,0.70,0.82,0.0001,0.0003,93.98,5.34,0.13,0.04,0.51, 1,6487.74,3067.09,4200.04,4.23,105.76,3.09,77.23,0.00,0.36,0.01,0.77,3.25,0.01,0.06,0.74,0.38,0.0015,0.0065,0.74,1.50,0.00,1.33,96.43,12,8.75,24.02,4200.04,0.73,18.22,0.00,0.10,0.00,0.35,0.00,0.78,3.26,0.01,0.04,0.79,0.51,0.0012,0.0060,0.60,11.30,0.28,3.61,84.21, 9,6.89,19.46,4200.04,0.71,17.70,0.00,0.08,0.00,0.47,0.00,0.78,3.26,0.01,0.03,0.74,0.50,0.0012,0.0051,0.37,98.79,0.21,0.08,0.54, 2,5.70,12.10,4200.04,0.94,23.54,0.00,0.07,0.00,0.39,0.00,0.79,3.31,0.00,0.01,0.66,0.52,0.0013,0.0043,0.12,99.20,0.13,0.04,0.51, 1,1.50,3.89,4200.04,0.77,19.27,0.00,0.02,0.00,0.19,0.00,0.78,3.28,0.01,0.03,0.62,0.32,0.0037,0.0104,0.49,1.75,0.00,1.33,96.43,12,3.11,16.12,4200.04,0.39,9.63,0.00,0.04,0.08,0.97,0.08,0.80,3.34,0.19,0.46,0.32,0.52,0.0006,0.0014,10.15,1.81,0.28,3.61,84.16, 9,330.50,339.50,4200.04,1.95,48.68,0.16,3.93,,34.000
LinuxPCM,2024-12-02T18:51:14.887Z,0.38,2.01,0.19,0.78,3.28,1.40,4.47,0.64,0.79,0.0001,0.0003,3.39,1.39,12889.10,6412.17,4200.88,4.02,100.51,0.77,19.18,24.42,28.50,0.09,0.84,46.14,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.60,0.00,0.00,0.38,2.01,0.19,0.78,3.28,1.40,4.47,0.64,0.79,0.0001,0.0003,3.39,1.39,1.36,3.42,0.00, 0,12889.10,6412.17,4200.88,4.02,100.51,0.77,19.18,24.42,28.50,0.09,0.84,46.14,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.60,16.32,0.00,1.50,2.12,0.71,0.78,3.28,0.64,1.97,0.64,0.79,0.0001,0.0003,90.47,8.92,0.17,0.01,0.44, 0,6312.53,2971.77,4200.88,4.25,106.21,3.01,75.13,0.01,0.30,0.02,0.84,3.51,0.05,0.10,0.63,0.71,0.0023,0.0047,2.03,97.36,0.18,0.01,0.42, 7,21.65,71.19,4200.88,0.61,15.21,0.01,0.26,0.00,0.44,0.01,0.78,3.26,0.01,0.05,0.80,0.54,0.0009,0.0048,0.74,1.63,0.00,2.27,95.36,12,10.60,24.25,4200.88,0.87,21.85,0.01,0.13,0.00,0.29,0.00,0.79,3.31,0.00,0.02,0.78,0.40,0.0012,0.0060,0.36,10.22,0.02,1.06,88.33, 9,3.48,12.03,4200.88,0.58,14.46,0.00,0.04,0.02,1.19,0.01,0.85,3.57,0.04,0.07,0.40,0.52,0.0005,0.0010,1.67,97.71,0.17,0.01,0.44, 0,71.14,59.72,4200.88,2.38,59.56,0.03,0.85,1.46,2.09,0.70,0.78,3.26,0.48,1.78,0.70,0.82,0.0001,0.0003,90.12,9.27,0.18,0.01,0.42, 7,6147.58,2938.30,4200.88,4.18,104.61,2.93,73.17,0.00,0.19,0.00,0.78,3.29,0.01,0.03,0.65,0.32,0.0035,0.0107,0.51,1.86,0.00,2.27,95.36,12,3.21,16.61,4200.88,0.39,9.65,0.00,0.04,0.08,1.00,0.08,0.80,3.35,0.16,0.44,0.38,0.53,0.0005,0.0014,9.49,1.06,0.02,1.06,88.37, 9,318.93,318.28,4200.88,2.00,50.10,0.15,3.80,,34.000
LinuxPCM,2024-12-02T18:51:15.887Z,0.40,2.06,0.19,0.79,3.30,1.32,4.53,0.66,0.79,0.0001,0.0003,3.10,1.44,13333.14,6481.99,4199.51,4.11,102.85,0.79,19.84,24.56,28.24,0.15,1.41,45.64,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.85,0.00,0.00,0.40,2.06,0.19,0.79,3.30,1.32,4.53,0.66,0.79,0.0001,0.0003,3.10,1.44,1.34,3.20,0.00, 0,13333.14,6481.99,4199.51,4.11,102.85,0.79,19.84,24.56,28.24,0.15,1.41,45.64,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.85,16.57,0.00,0.27,2.39,0.11,0.81,3.40,0.05,0.28,0.81,0.83,0.0000,0.0002,13.93,85.49,0.13,0.08,0.36, 1,1131.48,473.59,4199.51,4.78,119.46,0.54,13.47,0.00,0.35,0.00,0.82,3.45,0.00,0.02,0.70,0.32,0.0018,0.0070,0.18,99.22,0.20,0.04,0.35, 0,2.22,6.33,4199.51,0.70,17.49,0.00,0.03,0.00,0.43,0.01,0.80,3.35,0.01,0.05,0.81,0.59,0.0008,0.0047,0.70,1.40,0.02,2.82,95.06,13,10.14,23.38,4199.51,0.87,21.68,0.00,0.12,0.00,0.12,0.00,0.81,3.40,0.00,0.01,0.69,0.30,0.0034,0.0124,0.22,10.06,0.25,2.69,86.78, 9,0.91,7.40,4199.51,0.25,6.18,0.00,0.01,1.34,2.11,0.63,0.78,3.29,0.57,1.81,0.64,0.80,0.0001,0.0003,80.90,18.52,0.13,0.08,0.36, 1,5625.37,2660.96,4199.51,4.23,105.70,2.68,66.99,1.49,2.10,0.71,0.78,3.28,0.50,1.91,0.70,0.80,0.0001,0.0003,90.59,8.81,0.20,0.04,0.35, 0,6240.75,2971.41,4199.51,4.20,105.01,2.97,74.31,0.00,0.29,0.00,0.78,3.29,0.01,0.04,0.66,0.44,0.0023,0.0070,0.62,1.48,0.02,2.82,95.07,13,5.95,20.26,4199.51,0.59,14.68,0.00,0.07,0.08,0.99,0.08,0.81,3.40,0.17,0.43,0.33,0.54,0.0005,0.0014,9.37,0.91,0.25,2.70,86.79, 9,316.33,318.65,4199.51,1.99,49.64,0.15,3.77,,34.000
LinuxPCM,2024-12-02T18:51:16.887Z,0.40,2.08,0.19,0.79,3.31,1.24,4.04,0.66,0.81,0.0001,0.0003,2.89,1.42,13273.61,6383.78,4197.93,4.16,103.96,0.79,19.76,24.12,28.42,0.10,1.52,45.84,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.90,0.00,0.00,0.40,2.08,0.19,0.79,3.31,1.24,4.04,0.66,0.81,0.0001,0.0003,2.89,1.42,1.16,3.15,0.00, 0,13273.61,6383.78,4197.93,4.16,103.96,0.79,19.76,24.12,28.42,0.10,1.52,45.84,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.90,16.62,0.00,0.00,0.40,0.00,0.81,3.39,0.02,0.06,0.75,0.39,0.0020,0.0082,0.58,98.95,0.15,0.01,0.31, 2,7.89,19.67,4197.93,0.80,20.05,0.00,0.09,0.78,1.95,0.40,0.79,3.32,0.36,1.02,0.64,0.82,0.0001,0.0003,50.63,48.99,0.11,0.00,0.27, 0,3272.68,1681.68,4197.93,3.89,97.30,1.56,38.97,0.02,1.00,0.02,0.83,3.47,0.03,0.09,0.46,0.61,0.0004,0.0011,2.29,1.20,0.04,2.09,94.38,12,79.71,79.49,4197.93,2.01,50.14,0.04,0.95,0.00,0.30,0.00,0.81,3.41,0.01,0.03,0.72,0.42,0.0016,0.0062,0.45,7.07,0.09,3.96,88.42,10,4.64,15.36,4197.93,0.60,15.09,0.00,0.06,1.61,2.17,0.74,0.79,3.32,0.60,1.92,0.66,0.81,0.0001,0.0003,93.79,5.75,0.15,0.01,0.31, 2,6745.41,3110.39,4197.93,4.34,108.43,3.21,80.33,0.70,2.37,0.30,0.77,3.24,0.08,0.59,0.82,0.85,0.0000,0.0002,38.43,61.19,0.11,0.00,0.27, 0,2954.31,1246.01,4197.93,4.74,118.55,1.41,35.18,0.00,0.24,0.00,0.80,3.37,0.01,0.04,0.62,0.32,0.0031,0.0087,0.52,2.97,0.04,2.09,94.37,12,4.13,17.49,4197.93,0.47,11.80,0.00,0.05,0.05,0.96,0.05,0.81,3.40,0.12,0.30,0.40,0.54,0.0006,0.0015,6.29,1.24,0.09,3.96,88.41,10,204.86,213.69,4197.93,1.92,47.93,0.10,2.44,,34.000
LinuxPCM,2024-12-02T18:51:17.887Z,0.40,2.07,0.19,0.78,3.28,1.21,4.08,0.67,0.81,0.0001,0.0003,2.80,1.46,13525.18,6526.75,4202.92,4.14,103.61,0.80,20.11,24.88,25.55,0.07,0.86,48.63,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.38,0.00,0.00,0.40,2.07,0.19,0.78,3.28,1.21,4.08,0.67,0.81,0.0001,0.0003,2.80,1.46,1.08,3.18,0.00, 0,13525.18,6526.75,4202.92,4.14,103.61,0.80,20.11,24.88,25.55,0.07,0.86,48.63,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.38,16.12,0.00,0.06,0.86,0.07,0.79,3.33,0.15,0.32,0.39,0.49,0.0006,0.0012,8.92,90.71,0.14,0.03,0.19, 2,254.50,297.56,4202.92,1.71,42.77,0.12,3.03,1.60,2.19,0.73,0.78,3.27,0.42,1.74,0.72,0.83,0.0001,0.0003,93.98,5.63,0.13,0.00,0.26, 0,6715.95,3072.22,4202.92,4.37,109.30,3.20,79.90,0.00,0.45,0.00,0.77,3.25,0.01,0.02,0.76,0.53,0.0009,0.0040,0.41,0.96,0.03,0.48,98.12,13,6.03,13.45,4202.92,0.90,22.43,0.00,0.07,0.00,0.35,0.00,0.78,3.26,0.01,0.04,0.82,0.50,0.0011,0.0067,0.46,0.67,0.00,2.93,95.94,10,5.30,15.01,4202.92,0.71,17.66,0.00,0.06,1.55,2.11,0.74,0.78,3.28,0.60,1.90,0.66,0.82,0.0001,0.0003,94.36,5.27,0.14,0.03,0.19, 2,6533.75,3098.52,4202.92,4.22,105.43,3.11,77.73,0.00,0.48,0.00,0.77,3.25,0.00,0.02,0.80,0.56,0.0008,0.0045,0.27,99.34,0.13,0.00,0.26, 0,4.25,8.84,4202.92,0.96,24.04,0.00,0.05,0.00,0.19,0.00,0.78,3.27,0.01,0.03,0.59,0.32,0.0042,0.0106,0.44,0.93,0.03,0.48,98.12,13,2.70,14.46,4202.92,0.37,9.35,0.00,0.03,0.00,0.40,0.00,0.78,3.27,0.00,0.01,0.70,0.46,0.0013,0.0045,0.20,0.92,0.00,2.93,95.94,10,2.69,6.69,4202.92,0.80,20.09,0.00,0.03,,34.000
LinuxPCM,2024-12-02T18:51:18.887Z,0.40,2.08,0.19,0.78,3.28,1.17,4.04,0.68,0.80,0.0001,0.0003,2.78,1.44,13373.47,6438.57,4198.95,4.15,103.85,0.80,19.91,24.52,25.67,0.21,0.17,49.44,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.35,0.00,0.00,0.40,2.08,0.19,0.78,3.28,1.17,4.04,0.68,0.80,0.0001,0.0003,2.78,1.44,1.08,3.14,0.00, 0,13373.47,6438.57,4198.95,4.15,103.85,0.80,19.91,24.52,25.67,0.21,0.17,49.44,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.35,16.07,0.00,0.06,0.87,0.07,0.80,3.37,0.14,0.32,0.40,0.46,0.0005,0.0013,8.59,90.44,0.65,0.11,0.21, 3,252.67,289.32,4198.95,1.75,43.67,0.12,3.01,0.34,2.46,0.14,0.77,3.23,0.02,0.27,0.88,0.84,0.0000,0.0002,17.97,81.69,0.09,0.04,0.21, 0,1427.01,579.90,4198.95,4.92,123.04,0.68,16.99,0.00,0.17,0.00,0.78,3.28,0.00,0.01,0.64,0.34,0.0032,0.0095,0.19,0.93,0.00,0.53,98.36,13,1.08,6.28,4198.95,0.34,8.58,0.00,0.01,0.00,0.34,0.00,0.78,3.30,0.01,0.03,0.71,0.38,0.0018,0.0071,0.32,0.60,0.10,0.00,98.98,10,3.58,10.64,4198.95,0.67,16.85,0.00,0.04,1.52,2.11,0.72,0.78,3.29,0.59,1.87,0.66,0.81,0.0001,0.0003,92.30,6.73,0.65,0.11,0.21, 3,6391.19,3033.59,4198.95,4.21,105.34,3.04,76.11,1.26,2.12,0.60,0.78,3.28,0.39,1.51,0.71,0.81,0.0001,0.0003,76.22,23.45,0.09,0.04,0.21, 0,5295.11,2501.50,4198.95,4.23,105.84,2.52,63.05,0.00,0.13,0.00,0.78,3.28,0.01,0.03,0.56,0.22,0.0068,0.0162,0.38,0.74,0.00,0.53,98.36,13,1.64,12.55,4198.95,0.26,6.54,0.00,0.02,0.00,0.25,0.00,0.79,3.34,0.00,0.01,0.62,0.36,0.0027,0.0075,0.14,0.78,0.10,0.00,98.98,10,1.18,4.79,4198.95,0.49,12.32,0.00,0.01,,34.000
LinuxPCM,2024-12-02T18:51:19.887Z,0.40,2.10,0.19,0.79,3.31,1.20,4.11,0.67,0.81,0.0001,0.0003,2.78,1.44,13380.31,6357.58,4198.89,4.21,105.23,0.80,19.92,24.03,28.09,0.09,1.03,46.77,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.95,0.00,0.00,0.40,2.10,0.19,0.79,3.31,1.20,4.11,0.67,0.81,0.0001,0.0003,2.78,1.44,1.08,3.14,0.00, 0,13380.31,6357.58,4198.89,4.21,105.23,0.80,19.92,24.03,28.09,0.09,1.03,46.77,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.95,16.68,0.00,0.00,0.26,0.00,0.78,3.29,0.01,0.04,0.66,0.30,0.0045,0.0139,0.36,99.21,0.14,0.02,0.27, 3,3.05,11.75,4198.89,0.52,13.00,0.00,0.04,0.00,0.50,0.00,0.78,3.26,0.01,0.03,0.77,0.54,0.0009,0.0041,0.39,97.99,0.21,0.00,1.41, 0,6.23,12.59,4198.89,0.99,24.76,0.00,0.07,0.06,0.98,0.06,0.82,3.43,0.15,0.34,0.37,0.56,0.0006,0.0013,7.76,1.80,0.00,3.71,86.73,12,260.41,266.02,4198.89,1.96,48.95,0.12,3.10,0.00,0.34,0.00,0.79,3.31,0.01,0.03,0.73,0.41,0.0016,0.0067,0.37,0.57,0.00,0.38,98.68,10,4.25,12.41,4198.89,0.69,17.13,0.00,0.05,1.62,2.18,0.74,0.79,3.32,0.58,1.94,0.67,0.81,0.0001,0.0003,93.98,5.59,0.14,0.02,0.27, 3,6789.02,3118.35,4198.89,4.35,108.86,3.23,80.84,1.50,2.17,0.69,0.78,3.29,0.43,1.68,0.72,0.83,0.0001,0.0003,88.56,9.81,0.21,0.00,1.41, 0,6309.76,2910.17,4198.89,4.34,108.41,3.01,75.14,0.00,0.19,0.00,0.78,3.30,0.01,0.03,0.62,0.32,0.0037,0.0103,0.51,9.06,0.00,3.71,86.73,12,3.18,16.70,4198.89,0.38,9.52,0.00,0.04,0.00,0.46,0.00,0.78,3.27,0.01,0.02,0.68,0.41,0.0013,0.0042,0.29,0.65,0.00,0.38,98.68,10,4.41,9.60,4198.89,0.92,22.95,0.00,0.05,,34.000
LinuxPCM,2024-12-02T18:51:20.887Z,0.39,2.10,0.19,0.78,3.29,1.19,4.12,0.67,0.81,0.0001,0.0003,2.78,1.43,13274.00,6309.40,4202.32,4.21,105.19,0.79,19.74,23.98,28.05,0.09,1.56,46.32,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.52,0.00,0.00,0.39,2.10,0.19,0.78,3.29,1.19,4.12,0.67,0.81,0.0001,0.0003,2.78,1.43,1.08,3.14,0.00, 0,13274.00,6309.40,4202.32,4.21,105.19,0.79,19.74,23.98,28.05,0.09,1.56,46.32,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.52,16.26,0.00,0.00,0.26,0.00,0.78,3.29,0.02,0.05,0.66,0.30,0.0044,0.0139,0.39,97.17,0.20,0.00,2.24, 3,3.44,12.97,4202.32,0.53,13.25,0.00,0.04,1.30,2.13,0.61,0.78,3.29,0.39,1.51,0.72,0.83,0.0001,0.0003,77.91,21.68,0.16,0.00,0.25, 0,5456.83,2561.85,4202.32,4.26,106.50,2.60,64.93,0.06,1.00,0.06,0.79,3.33,0.14,0.37,0.38,0.54,0.0005,0.0014,7.93,1.48,0.00,2.07,88.52,13,264.15,264.36,4202.32,2.00,49.96,0.13,3.14,0.00,0.40,0.00,0.77,3.25,0.01,0.04,0.82,0.52,0.0010,0.0059,0.48,1.09,0.01,4.17,94.26,10,6.33,15.64,4202.32,0.81,20.23,0.00,0.08,1.48,2.15,0.69,0.78,3.29,0.60,1.84,0.64,0.81,0.0001,0.0003,87.83,9.73,0.20,0.00,2.24, 3,6228.76,2894.50,4202.32,4.30,107.60,2.96,74.11,0.31,2.46,0.13,0.77,3.23,0.02,0.25,0.92,0.86,0.0000,0.0002,16.43,83.16,0.16,0.00,0.25, 0,1305.04,531.19,4202.32,4.91,122.84,0.62,15.53,0.00,0.19,0.00,0.78,3.28,0.01,0.03,0.63,0.33,0.0036,0.0105,0.51,8.91,0.00,2.07,88.52,13,3.19,16.63,4202.32,0.38,9.60,0.00,0.04,0.00,0.51,0.00,0.78,3.26,0.01,0.03,0.63,0.46,0.0016,0.0045,0.38,1.19,0.01,4.17,94.26,10,6.26,12.25,4202.32,1.02,25.55,0.00,0.07,,34.000
LinuxPCM,2024-12-02T18:51:21.887Z,0.39,2.08,0.19,0.79,3.30,1.15,4.01,0.69,0.81,0.0001,0.0003,2.77,1.39,12968.10,6229.42,4198.91,4.16,104.09,0.77,19.30,23.61,26.17,1.37,0.91,47.94,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.60,0.00,0.00,0.39,2.08,0.19,0.79,3.30,1.15,4.01,0.69,0.81,0.0001,0.0003,2.77,1.39,1.08,3.09,0.00, 0,12968.10,6229.42,4198.91,4.16,104.09,0.77,19.30,23.61,26.17,1.37,0.91,47.94,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.60,16.33,0.00,1.02,2.30,0.44,0.79,3.31,0.19,1.02,0.77,0.83,0.0000,0.0002,56.04,42.94,0.47,0.00,0.54, 3,4267.40,1851.82,4198.91,4.61,115.22,2.03,50.82,0.53,2.47,0.21,0.77,3.23,0.03,0.37,0.91,0.87,0.0000,0.0002,27.72,67.16,4.38,0.00,0.73, 0,2208.64,894.52,4198.91,4.94,123.45,1.05,26.30,0.02,0.97,0.02,0.82,3.43,0.04,0.11,0.55,0.61,0.0004,0.0013,2.67,1.73,0.62,3.01,91.98,13,88.46,91.29,4198.91,1.94,48.45,0.04,1.05,0.00,0.47,0.00,0.78,3.26,0.00,0.02,0.75,0.55,0.0009,0.0038,0.37,0.50,0.00,0.61,98.52,10,5.78,12.21,4198.91,0.95,23.68,0.00,0.07,0.57,1.74,0.33,0.79,3.32,0.48,1.06,0.58,0.78,0.0002,0.0004,41.26,57.73,0.47,0.00,0.54, 3,2390.12,1371.28,4198.91,3.49,87.15,1.14,28.46,0.95,2.02,0.47,0.79,3.30,0.40,1.37,0.68,0.80,0.0001,0.0003,60.01,34.87,4.38,0.00,0.73, 0,4000.16,1981.80,4198.91,4.04,100.92,1.91,47.63,0.00,0.21,0.00,0.78,3.29,0.01,0.03,0.60,0.31,0.0037,0.0098,0.50,3.89,0.62,3.01,91.98,13,3.51,16.51,4198.91,0.43,10.63,0.00,0.04,0.00,0.40,0.00,0.77,3.25,0.01,0.02,0.72,0.47,0.0013,0.0052,0.31,0.56,0.00,0.61,98.52,10,4.02,10.00,4198.91,0.80,20.12,0.00,0.05,,34.000
LinuxPCM,2024-12-02T18:51:22.887Z,0.40,2.11,0.19,0.78,3.28,1.20,4.21,0.67,0.81,0.0001,0.0003,2.81,1.48,13570.79,6445.41,4198.85,4.21,105.27,0.81,20.20,24.56,27.98,0.06,0.98,46.42,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.94,0.00,0.00,0.40,2.11,0.19,0.78,3.28,1.20,4.21,0.67,0.81,0.0001,0.0003,2.81,1.48,1.08,3.22,0.00, 0,13570.79,6445.41,4198.85,4.21,105.27,0.81,20.20,24.56,27.98,0.06,0.98,46.42,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.94,16.66,0.00,0.91,2.46,0.37,0.77,3.24,0.07,0.78,0.89,0.85,0.0000,0.0002,47.73,51.73,0.15,0.05,0.34, 3,3804.70,1547.06,4198.85,4.92,122.97,1.81,45.31,0.11,2.36,0.05,0.77,3.24,0.01,0.12,0.83,0.82,0.0000,0.0003,5.92,93.88,0.07,0.00,0.13, 0,451.89,191.51,4198.85,4.72,117.98,0.22,5.38,0.06,0.99,0.06,0.80,3.38,0.14,0.34,0.32,0.54,0.0006,0.0013,7.60,1.39,0.00,1.72,89.29,13,252.99,256.73,4198.85,1.97,49.27,0.12,3.01,0.00,0.56,0.01,0.78,3.28,0.02,0.07,0.64,0.56,0.0012,0.0034,1.06,0.82,0.03,2.15,95.93,10,19.38,34.88,4198.85,1.11,27.78,0.01,0.23,0.65,1.83,0.35,0.79,3.33,0.53,1.21,0.55,0.77,0.0002,0.0004,44.51,54.95,0.15,0.05,0.34, 3,2716.61,1481.97,4198.85,3.67,91.65,1.29,32.35,1.50,2.18,0.69,0.78,3.27,0.40,1.64,0.73,0.83,0.0001,0.0003,88.76,11.04,0.07,0.00,0.13, 0,6316.77,2903.65,4198.85,4.35,108.77,3.01,75.22,0.00,0.23,0.00,0.78,3.29,0.01,0.04,0.64,0.36,0.0030,0.0087,0.59,8.41,0.00,1.72,89.29,13,4.51,19.24,4198.85,0.47,11.72,0.00,0.05,0.00,0.38,0.00,0.78,3.28,0.01,0.02,0.71,0.41,0.0015,0.0057,0.32,1.57,0.03,2.15,95.93,10,3.95,10.36,4198.85,0.76,19.03,0.00,0.05,,34.000
